video_id	description	date	link	views	likes	duration	comments_number	ref_link	whois_info
x1Kz0E2sCNs	Переходи по ссылке https://surfshark.deals/WYLSA - используй промокод WYLSA и получи скидку 83% и 3 месяца в подарок!\nНовые Яндекс.Станции тут https://clck.ru/rgQLD\n\nРазыгрываем «Яндекс Станцию Лайт»: https://t.me/Wylsared/6261\nНужно подписаться на наш Telegram-канал @Wylsared и нажать на кнопку «Участвовать».\n\nИтоги подводим 8 июля.\n\n00:00 Начало \n01:21 Трейлер Гранта Тур\n06:08 Яндекс Станция и два новых цвета\n08:10 Открытие недели: Гранта\n09:56 Разочарование недели: Сто рублей.\n13:34 Росскомнадхор хочет заблокировать несколько VPN\n14:39 Surfshark VPN\n15:53 Уходы недели\n16:47 Michelin передаст управление российскими активами местному менеджменту\n17:23 Nokian Tyres заявил, что начинает процесс контролируемого ухода из России.\n18:02 Бывший суббренд Honor прекратил поставки в Россию\n20:50 Whirlpool, владеющая также и брендом Индезит, уходит из России, продавая российский бизнес турецкой компании Arcelik\n21:39 Бренды Diageo также не будут представлены в России\n22:56 Российские компания, использующие оборудование Cisco, IBM и NVIDIA, не могут продлить лицензии на их использование\n24:57 Брендан Карр, поделился письмом Тиму Куку что TikTok несовместимым с политикой магазинов\n27:47 Компания Hyundai представила электрический седан IONIQ 6\n31:01 С 2023 года Apple должна была начать использовать в айфонах свои собственные модемы\n32:39 Макбук Про на М2 оказался проблемным компьютером.\n34:33 В апреле айфон СЕ 2022 вошёл в десятку самых продаваемых смартфонов в мире\n36:19 Договор Гранты — фейк\n37:36 Компания Sony представила новый игровой бренд InZone\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-07-01	https://www.youtube.com/watch?v=x1Kz0E2sCNs	628889	19271	PT42M15S	1400	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
19vBILyVoDQ	Закажите бесплатную дебетовую Альфа-Карту и получите 1500 ₽: https://alfa.me/j6ux_g\n\nПодробнее об этом монстре читайте на нашем сайте:\nhttps://wylsa.com/zhertva-mody-iphone-xs-max-prevratili-v-iphone-13-pro-max/\n\nВыиграй адский iPhone XS Max в корпусе от iPhone 13 Pro Max!\n1. Подписаться или быть подписанным на канал Wylsacom\n2. Оставить 1 комментарий по делу\n3. Лайк ролику опционально\n4. Перейти по этой ссылке в наш ТГ-канал WylsacomRed.\nhttps://t.me/Wylsared/6249\n5. Подписаться на ТГ-канал WylsacomRed.\n\nВсем удачи!\nПодведем итоги в TG-канале WylsacomRed.\nДоставка Почтой России или можно забрать в Москве.\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-06-30	https://www.youtube.com/watch?v=19vBILyVoDQ	1438980	39057	PT14M32S	3589	https://alfabank.ru/lp/retail/dc/cashback1500/?utm_source=bloggers&utm_medium=marketing_bloggers&utm_campaign=bloggers_debit_marketing_june22_CASHBACK150090days_wylsacom_&utm_content=wylsacom_&platformId=bloggers_debit_marketing_june22_CASHBACK150090days_wylsacom_	JOINT-STOCK COMPANY ALFA-BANK
-78p3xRYBrQ	Угольный гриль BORK -  https://www.bork.ru/s/g503_youtube/\n\nНаш текстовый обзор Bang & Olufsen Beoplay EX https://bit.ly/3OtdTns\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-06-28	https://www.youtube.com/watch?v=-78p3xRYBrQ	258870	10368	PT16M31S	577	https://www.bork.ru/eShop/Grills/g503/?utm_source=youtube&utm_medium=influence&utm_campaign=wylsacom&utm_term=g503	OOO BORK-IMPORT
7s0DmegOex4	Узнать больше о роботах-пылесосах Roborock можно здесь https://bit.ly/Roborock_q7_Max\nhttps://bit.ly/roborock-S7-max-v\n\nРазыгрываем робот-пылесос Roborock Q7 Max в нашем телеграм-канале https://t.me/Wylsared/6221, жми кнопку «Участвовать», итоги подведем через неделю (04.07.2022). Подписка на канал и лайк - по желанию.\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-06-27	https://www.youtube.com/watch?v=7s0DmegOex4	441393	17421	PT19M55S	7306	https://m.vk.com/roborock_russia?utm_source=wylsacom&utm_medium=review&utm_campaign=july2020	Privacy protection service - whoisproxy.ru
AUHergUDzQ0	Регистрируйтесь и разворачивайте гибкую инфраструктуру Selectel для безопасного хранения персональных данных: https://slc.tl/58hyp\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-06-16	https://www.youtube.com/watch?v=AUHergUDzQ0	482836	18017	PT24M16S	1312	https://selectel.ru/solutions/pdps/?utm_source=youtube.com&utm_medium=referral&utm_campaign=brand_152-FZ-0622_wylsacom_160622_paid	Selectel, Co. Ltd.
OzbCoc_8LYU	Научись создавать сайты и приложения на Python в SkillFactory: https://clc.to/jgBJAg\nСкидка 45% по промокоду  WYLSA до 31.05.22 г.\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-05-14	https://www.youtube.com/watch?v=OzbCoc_8LYU	562038	11334	PT19M28S	1126	https://skillfactory.ru/python-fullstack-web-developer/?utm_source=youtube&utm_medium=partner&utm_campaign=wylsa&utm_content=coding_fpw_14.05.2022	Skilfektori, LLC
__HeWg5A4-o	Получить кредитную карту в АО «‎Альфа-Банк» с целым годом без % и вечным бесплатным обслуживанием можно тут: https://alfa.me/elfpiw\n\nРазыгрываем этого монстра.\n1. Подписаться или быть подписанным на канал Wylsacom\n2. Оставить 1 комментарий по делу\n3. Лайк ролику опционально\n4. Перейти по этой ссылке в наш ТГ-канал WylsacomRed.\nhttps://t.me/Wylsared/6154\n5. Подписаться на ТГ-канал WylsacomRed.\n\nВсем удачи!\nПодведем итоги в TG-канале WylsacomRed.\nДоставка Почтой России или можно забрать в Москве.\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-06-15	https://www.youtube.com/watch?v=__HeWg5A4-o	598414	40640	PT18M29S	22221	https://alfabank.ru/get-money/credit-cards/100-days/?utm_source=youtube-bloggers&utm_medium=unit&utm_campaign=marketing_june22_creditcard_&utm_content=wylsacom__integraciya__&utm_term=&platformId=youtube-bloggers_unit_marketing_june22_creditcard__wylsacom__integraciya___	JOINT-STOCK COMPANY ALFA-BANK
opw0uXUpans	Пройдите бесплатный онлайн-интенсив «Тестировщик: начните карьеру в IT» — http://netolo.gy/iyH.\nА по промокоду WYLSA действует скидка 45% на платные курсы Нетологии.\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-06-09	https://www.youtube.com/watch?v=opw0uXUpans	655556	18377	PT38M53S	902	https://netology.ru/programs/testirovshchik?utm_source=wylsacomjune2022&utm_medium=promo&utm_campaign=bdev_testbpa_bou_youtube_wylsacomjune2022&utm_content=9062022	Netologiya, LLC
A1ZJ7CWddJI	Прокачай бесплатно свой тариф - безлимит на соцсети, перенос минут и Гб и многое другое на новых тарифах МегаФона https://bit.ly/3mls2qj\n\nКачай iOS 16 Beta 1, iPadOS 16 Beta 1, watchOS 9 Beta 1 и macOS 13 Ventura Beta 1 здесь:\nhttp://betaprofiles.com\nНа свой страх и риск! Если не знаешь что-как, лучше не качай. Подожди до июля, там Public Beta или релиз осенью.\n\nТелеграм Wylsacom - https://t.me/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-06-07	https://www.youtube.com/watch?v=A1ZJ7CWddJI	1189671	35697	PT17M56S	2019	https://tatarstan.megafon.ru/services/megapowers/megasily/?utm_source=youtube&utm_medium=pr_blogger&utm_campaign=pr_megasily&utm_content=integration&utm_term=wylsacom	"PJSC ""MegaFon"""
HfmCw23ytnc	Хочешь такой же свитшот, как у меня? Подписывайтесь на официальное сообщество «Теперь Я Босс» ВКонтакте и участвуйте в конкурсе\nhttps://bit.ly/3NAlAHM\n\nСпасибо за помощь - https://biggeek.ru\n\nКонкурс на RAV4 и AirPods будет на нашем ТГ канале, подписывайтесь!-  - https://t.me/Wylsared/6014\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-05-30	https://www.youtube.com/watch?v=HfmCw23ytnc	510697	22149	PT16M54S	1981	https://m.vk.com/iamboss_sb?utm_source=youtube&utm_campaign=TYAB	Privacy protection service - whoisproxy.ru
vtGS5dXSzwQ	Премьера, которую нельзя пропустить.\nhttps://clck.ru/h3376 — смотри сериал «Нулевой Пациент» на Кинопоиске\nhttps://clck.ru/h33Fs — по промокоду NULLWYLSA 45 дней подписки Плюс Мульти. Только для новых пользователей на территории РФ\n\nApple разрешила повышать стоимость в App Store раз в год без автоматической отмены\nhttps://wylsa.com/apple-razreshila-povyshat-stoimost-v-app-store-raz-v-god-bez-avtomaticheskoj-otmeny/\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-05-19	https://www.youtube.com/watch?v=vtGS5dXSzwQ	504796	22300	PT15M22S	1689	https://hd.kinopoisk.ru/film/47fe3cfb204e50f49e21fb220bed77e3?utm_medium=paid_smm&utm_source=youtube&utm_campaign=%5Bzeropatient%5D&utm_content=blogger_altroll&utm_term=Wylsacom&source=kinopoisk_paid_smm_youtube_%5Bzeropatient%5D_blogger_altroll_Wylsacom	"""Kinopoisk"", LLC"
Ac3G0g3O9YU	Регистрируйтесь и разворачивайте гибкую инфраструктуру для аналитики данных в облаке Selectel: https://slc.tl/6bq9f\n\n\nА вот плейлист с другими нашими толковыми видео — https://youtube.com/playlist?list=PL_48a05FlkcyuhzCAxXcdQp991HbjFP0c\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-05-16	https://www.youtube.com/watch?v=Ac3G0g3O9YU	294294	9773	PT19M22S	396	https://selectel.ru/solutions/data-analysis/?utm_source=youtube.com&utm_medium=referral&utm_campaign=brand_data-analysis-0222_wylsacom_160522_paid	Selectel, Co. Ltd.
MEsdXMJZhc4	НЕ КЛИКАЙ ПО ЭТОЙ ССЫЛКЕ: https://disk.yandex.ru/d/bLiDj6VZ--e9ng\n\nБелые хакеры соберутся на форуме PHDays — https://bit.ly/3FMc3us\nСкидка 4 600₽ на билет по промокоду WYLSA — https://phdays22.ruwidgets.ru/\nThe Standoff на YouTube — https://www.youtube.com/c/TheStandoffRussia/\n\nВыиграй один из трёх билетов на PHDays (РОЗЫГРЫШ НАЧНЁТСЯ 13 МАЯ!) — https://t.me/wylsared\nМой айфон взломали! — https://www.youtube.com/watch?v=adUTFNUZshA\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-05-12	https://www.youtube.com/watch?v=MEsdXMJZhc4	496480	18789	PT18M32S	1742	https://event.phdays.com/ru/?utm_source=youtube&utm_medium=integration&utm_campaign=wylsa	Positive Technologies, JSC
JhcQGGjNJZQ	Здоровья вам и вашим близким!\nПереходи по ссылке https://surfshark.deals/WYLSA - используй промокод WYLSA и получи скидку 83% и 3 месяца в подарок!\n\nПодпишись на наш телеграм-канал и выиграй AirPods Pro кайфовые: https://t.me/Wylsared/5872\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-04-27	https://www.youtube.com/watch?v=JhcQGGjNJZQ	706974	31267	PT20M6S	2670	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
pewR-UKurU4	Учите английский в Puzzle English — https://puzzle-english.com/sh/efy5mpxnd0 \nВыгодный промокод — Wylsacom\nПри покупке премиума на 5 лет — 1 урок с преподавателем в подарок, при покупке Премиум Ультра — 8 уроков в подарок.\n\nВот наш плейлист с интересными основательными видео: https://www.youtube.com/playlist?list=PL_48a05FlkcyuhzCAxXcdQp991HbjFP0c\n\nБольшая благодарность магазину-музею Яндекса! ❤️\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию\n\n#Apple #Next #SteveJobs	2022-04-21	https://www.youtube.com/watch?v=pewR-UKurU4	261566	14066	PT21M58S	491	https://puzzle-english.com/promo-blogger?code=wylsacom&utm_source=youtube_blogger&utm_medium=blogger&utm_campaign=wylsacom&utm_content=21.04.2022_static_ru~ytnlywvl%7Cproduct%7Cweb%7Caudience%7Cgeneral%7Cad_format%7Cvideo	Privacy protection service - whoisproxy.ru
mtl6yonPj60	Здоровья вам и вашим близким!\nLG Puricare™ LG Puricare™ индивидуальный очиститель воздуха второго поколения https://clck.ru/feirP\n\nМойка воздуха MIni On HW306LME0: \nhttps://clck.ru/etBXK\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-04-18	https://www.youtube.com/watch?v=mtl6yonPj60	367212	15095	PT15M25S	813	https://www.lg.com/ru/air-purifiers-humidifiers/lg-HW306LME0?utm_source=wylsa&utm_medium=pr_bloggers&utm_campaign=ha_ac_minion_pr_mar_apr_2022	lg.com
_59mX-YS4RU	Здоровья вам и вашим близким!\nПереходи по ссылке https://surfshark.deals/WYLSA - используй промокод WYLSA и получи скидку 83% и 3 месяца в подарок!\n\nИнтервью с бывшим руководителем Yota Devices на канале Droider:\nhttps://www.youtube.com/watch?v=sedLHLgaYBI&t=201s\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-04-14	https://www.youtube.com/watch?v=_59mX-YS4RU	701149	40729	PT13M3S	4771	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
hvbWlU06L2s	Моя Волна – новая система рекомендаций Яндекс Музыки: https://music.onelink.me/ktG5/ih6apvxm\n\nЗдоровья вам и вашим близким!\nЛучший магазин гаджетов во вселенной: http://biggeek.ru\n\nОбзор Mac Studio на канале Rozetked: https://youtu.be/F9vTt3nsPE0\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-04-11	https://www.youtube.com/watch?v=hvbWlU06L2s	604642	24307	PT20M18S	882	https://music-myvibe.ru/?utm_source=youtube&utm_medium=alt-roll&utm_content=wylsa&utm_campaign=0422_reka&shortlink=ih6apvxm&c=%D0%A0%D0%95%D0%9A%D0%90&pid=reka-smm&deep_link_value=yandexmusic%3A%2F%2Fhome&source_caller=ui	music-myvibe.ru
kym2d77T1Cc	Быстрый старт карьеры в анализе данных вместе со SkillFactory: https://clc.to/09OjCQ\nПолучите скидку 45% на обучение по промокоду WYLSA\n\nПочинить iPhone в iSupport : https://www.isupport.ru/\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию	2022-04-07	https://www.youtube.com/watch?v=kym2d77T1Cc	305315	12631	PT20M37S	882	https://skillfactory.ru/analyz-dannih/?utm_source=youtube&utm_medium=partner&utm_campaign=wylsa&utm_content=ds_da_generalds_da_07.04.2022	Skilfektori, LLC
cFeyFpbdtbE	Здоровья вам и вашим близким!\nПереходи по ссылке https://surfshark.deals/WYLSA - используй промокод WYLSA и получи скидку 83% и 3 месяца в подарок!\n\nApple больше не поддерживает карты «Мир»:\nhttps://wylsa.com/oficzialno-apple-bolshe-ne-podderzhivaet-karty-mir/\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-03-25	https://www.youtube.com/watch?v=cFeyFpbdtbE	859902	43850	PT16M9S	3299	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
9jVzeDit9uU	Здоровья вам и вашим близким!\nПодключайся на тарифы с новой опцией pre-5G https://clck.ru/eKMK9\n\nПодпишись на наш телеграм-канал и выиграй мой личный iPhone 13 Pro Max 1Tb: https://t.me/Wylsared \n\n\nТелеграм Wylsacom - https://tele.click/Wylsared\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nЯндекс Дзен - https://zen.yandex.ru/wylsacom\nГруппа VK - https://vk.com/wylsacom\nСайт - http://wylsa.com\n\nРолик содержит рекламную интеграцию.	2022-03-23	https://www.youtube.com/watch?v=9jVzeDit9uU	814949	30855	PT17M41S	2986	https://tatarstan.shop.megafon.ru/connect/tariffs/?utm_source=pr_youtube&utm_medium=megafon-pr&utm_campaign=pr_pre-5G&utm_content=integration&utm_term=wylsacom	"PJSC ""MegaFon"""
OU00dKQYUMI	Переходи по ссылке https://surfshark.deals/WYLSA - используй промокод WYLSA и получи скидку 83% и 3 месяца в подарок!\n\nСводная таблица VPN сервисов — https://docs.google.com/spreadsheets/d/1L72gHJ5bTq0Djljz0P-NCAaURrXwsR1MsLpVmAt3bwg/edit\n\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - признан экстремистской организацией\nТелеграм Pro - https://tele.click/Wylsared\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию.	2022-03-22	https://www.youtube.com/watch?v=OU00dKQYUMI	394320	17211	PT8M37S	1209	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
jb8jL1jwOzs	"Здоровья вам и вашим близким!\nПереходи по ссылке https://surfshark.deals/WYLSA - используй промокод WYLSA и получи скидку 83% и 3 месяца в подарок!\n\nПодпишись на наш телеграм-канал и выиграй мой личный iPhone 13 Pro Max 1Tb\nhttps://t.me/Wylsared \n\nТут появился фейк-ньюс, что для оплаты в App Store добавили карты ""МИР"". Разбираемся. \nhttps://wylsa.com/apple-pravda-dobavila-karty-mir-dlya-oplaty-apple-id/\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию."	2022-03-15	https://www.youtube.com/watch?v=jb8jL1jwOzs	649281	26532	PT10M42S	2912	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
p16u362K85o	Здоровья вам и вашим близким!\nПереходи по ссылке https://surfshark.deals/WYLSA - используй промокод WYLSA и получи скидку 83% и 3 месяца в подарок!\n\nСтатья на сайте wylsa.com как пополнить Apple ID через мобильные платежи:\nhttps://wylsa.com/kak-prosto-pokupat-prilozheniya-i-oplachivat-podpiski-v-app-store-i-google-play-v-rossii/\n\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию.	2022-03-10	https://www.youtube.com/watch?v=p16u362K85o	1018764	37223	PT17M52S	6876	https://surfshark.com/deal/influencer?coupon=wylsa&utm_source=partner&utm_medium=45357	NameBrightPrivacy.com
1FWU3_VuJC8	Заказать LG C1 48'' 4K  OLED как у Wylsacom - https://bit.ly/2Rm0uW6\n\nПриложение Wylsacom для Apple - https://apps.apple.com/ru/app/wylsacom-media/id1481939376\nПриложение Wylsacom для Android - https://play.google.com/store/apps/details?id=com.wylsacom.media&hl=ru\nTwitter - http://twitter.com/wylsacom\nInstagram - http://instagram.com/wylsacom\nТелеграм Pro - https://tele.click/Wylsared\nWylsacom Premium - https://www.instagram.com/wylsacom_red/\nСайт - http://wylsa.com\nГруппа VK - https://vk.com/wylsacom\n\nРолик содержит рекламную интеграцию	2021-05-18	https://www.youtube.com/watch?v=1FWU3_VuJC8	337402	19583	PT14M3S	1714	https://www.lg.com/ru/televisions/lg-oled48c1rla?utm_source=wylsacom&utm_medium=special&utm_campaign=oled48c1	lg.com
